             1445000,0,0,0
             1455000,1,0,0
             1465000,0,0,0
             1475000,1,0,1
             1485000,0,0,1
             1495000,1,1,1
             1505000,0,1,1
             1515000,1,1,1
             1525000,0,1,1
             1535000,1,1,1
             1545000,0,1,1
             1555000,1,1,1
             1565000,0,1,1
             1575000,1,1,1
             1585000,0,1,1
             1595000,1,1,1
             1605000,0,1,1
             1615000,1,1,1
             1625000,0,1,1
             1635000,1,1,1
             1645000,0,1,1
             1655000,1,1,1
             1665000,0,1,1
             1675000,1,1,1
             1685000,0,1,1
             1695000,1,1,1
             1705000,0,1,1
             1715000,1,1,1
             1725000,0,1,1
             1735000,1,1,0
             1745000,0,0,0
             1755000,1,0,0
             1765000,0,0,0
             1775000,1,0,0
             1785000,0,0,0
             1795000,1,0,0
             1805000,0,0,0
             1815000,1,0,0
             1825000,0,0,0
             1835000,1,0,0
             1845000,0,0,0
             1855000,1,0,0
             1865000,0,0,0
             1875000,1,0,0
             1885000,0,0,0
             1895000,1,0,0
             1905000,0,0,0
             1915000,1,0,0
             1925000,0,0,0
             1935000,1,0,0
             1945000,0,0,0
             1955000,1,0,0
             1965000,0,0,0
             1975000,1,0,0
             1985000,0,0,0
             1995000,1,1,1
             2005000,0,1,1
             2015000,1,1,1
             2025000,0,1,1
             2035000,1,1,1
             2045000,0,1,1
             2055000,1,1,1
             2065000,0,1,1
             2075000,1,1,1
             2085000,0,1,1
             2095000,1,1,1
             2105000,0,1,1
             2115000,1,1,1
             2125000,0,1,1
             2135000,1,1,1
             2145000,0,1,1
             2155000,1,1,1
             2165000,0,1,1
             2175000,1,1,1
             2185000,0,1,1
             2195000,1,1,1
             2205000,0,1,1
             2215000,1,1,1
             2225000,0,1,1
             2235000,1,1,1
             2245000,0,1,1
             2255000,1,0,0
             2265000,0,0,0
             2275000,1,0,0
             2285000,0,0,0
             2295000,1,0,0
             2305000,0,0,0
             2315000,1,0,0
             2325000,0,0,0
             2335000,1,0,0
             2345000,0,0,0
             2355000,1,0,0
             2365000,0,0,0
             2375000,1,0,0
             2385000,0,0,0
             2395000,1,0,0
             2405000,0,0,0
             2415000,1,0,0
             2425000,0,0,0
             2435000,1,0,0
             2445000,0,0,0
             2455000,1,0,0
             2465000,0,0,0
             2475000,1,0,0
             2485000,0,0,0
             2495000,1,0,0
             2505000,0,0,0
             2515000,1,1,1
             2525000,0,1,1
             2535000,1,1,1
             2545000,0,1,1
             2555000,1,1,1
             2565000,0,1,1
             2575000,1,1,1
             2585000,0,1,1
             2595000,1,1,1
             2605000,0,1,1
             2615000,1,1,1
             2625000,0,1,1
             2635000,1,1,1
             2645000,0,1,1
             2655000,1,1,1
             2665000,0,1,1
             2675000,1,1,1
             2685000,0,1,1
             2695000,1,1,1
             2705000,0,1,1
             2715000,1,1,1
             2725000,0,1,1
             2735000,1,1,1
             2745000,0,1,1
             2755000,1,1,1
             2765000,0,0,1
             2775000,1,0,0
             2785000,0,0,0
             2795000,1,0,0
             2805000,0,0,0
             2815000,1,0,0
             2825000,0,0,0
             2835000,1,0,0
             2845000,0,0,0
             2855000,1,0,0
             2865000,0,0,0
             2875000,1,0,0
             2885000,0,0,0
             2895000,1,0,0
             2905000,0,0,0
             2915000,1,0,0
             2925000,0,0,0
             2935000,1,0,0
             2945000,0,0,0
             2955000,1,0,0
             2965000,0,0,0
             2975000,1,0,0
             2985000,0,0,0
             2995000,1,0,0
             3005000,0,0,0
             3015000,1,0,0
             3025000,0,1,0
             3035000,1,1,1
             3045000,0,1,1
             3055000,1,1,1
             3065000,0,1,1
             3075000,1,1,1
             3085000,0,1,1
             3095000,1,1,1
             3105000,0,1,1
             3115000,1,1,1
             3125000,0,1,1
             3135000,1,1,1
             3145000,0,1,1
             3155000,1,1,1
             3165000,0,1,1
             3175000,1,1,1
             3185000,0,1,1
             3195000,1,1,1
             3205000,0,1,1
             3215000,1,1,1
             3225000,0,1,1
             3235000,1,1,1
             3245000,0,1,1
             3255000,1,1,1
             3265000,0,1,1
             3275000,1,1,1
             3285000,0,0,1
             3295000,1,0,0
             3305000,0,0,0
             3315000,1,0,0
             3325000,0,0,0
             3335000,1,0,0
             3345000,0,0,0
             3355000,1,0,0
             3365000,0,0,0
             3375000,1,0,0
             3385000,0,0,0
             3395000,1,0,0
             3405000,0,0,0
             3415000,1,0,0
             3425000,0,0,0
             3435000,1,0,0
             3445000,0,0,0
             3455000,1,0,0
             3465000,0,0,0
             3475000,1,0,0
             3485000,0,0,0
             3495000,1,0,0
             3505000,0,0,0
             3515000,1,0,0
             3525000,0,0,0
             3535000,1,1,0
             3545000,0,1,0
             3555000,1,1,1
             3565000,0,1,1
             3575000,1,1,1
             3585000,0,1,1
             3595000,1,1,1
             3605000,0,1,1
             3615000,1,1,1
             3625000,0,1,1
             3635000,1,1,1
             3645000,0,1,1
             3655000,1,1,1
             3665000,0,1,1
             3675000,1,1,1
             3685000,0,1,1
             3695000,1,1,1
             3705000,0,1,1
             3715000,1,1,1
             3725000,0,1,1
             3735000,1,1,1
             3745000,0,1,1
             3755000,1,1,1
             3765000,0,1,1
             3775000,1,1,1
             3785000,0,0,1
             3795000,1,0,1
             3805000,0,0,1
             3815000,1,0,0
             3825000,0,0,0
             3835000,1,0,0
             3845000,0,0,0
             3855000,1,0,0
             3865000,0,0,0
             3875000,1,0,0
             3885000,0,0,0
             3895000,1,0,0
             3905000,0,0,0
             3915000,1,0,0
             3925000,0,0,0
             3935000,1,0,0
             3945000,0,0,0
             3955000,1,0,0
             3965000,0,0,0
             3975000,1,0,0
             3985000,0,0,0
             3995000,1,0,0
             4005000,0,0,0
             4015000,1,0,0
             4025000,0,0,0
             4035000,1,1,0
             4045000,0,1,0
             4055000,1,1,1
             4065000,0,1,1
             4075000,1,1,1
             4085000,0,1,1
             4095000,1,1,1
             4105000,0,1,1
             4115000,1,1,1
             4125000,0,1,1
             4135000,1,1,1
             4145000,0,1,1
             4155000,1,1,1
             4165000,0,1,1
             4175000,1,1,1
             4185000,0,1,1
             4195000,1,1,1
             4205000,0,1,1
             4215000,1,1,1
             4225000,0,1,1
             4235000,1,1,1
             4245000,0,1,1
             4255000,1,1,1
             4265000,0,1,1
             4275000,1,0,1
             4285000,0,0,1
             4295000,1,0,1
             4305000,0,0,1
             4315000,1,0,0
             4325000,0,0,0
             4335000,1,0,0
             4345000,0,0,0
             4355000,1,0,0
             4365000,0,0,0
             4375000,1,0,0
             4385000,0,0,0
             4395000,1,0,0
             4405000,0,0,0
             4415000,1,0,0
             4425000,0,0,0
             4435000,1,0,0
             4445000,0,0,0
             4455000,1,0,0
             4465000,0,0,0
             4475000,1,0,0
             4485000,0,0,0
             4495000,1,0,0
             4505000,0,0,0
             4515000,1,0,0
             4525000,0,0,0
             4535000,1,1,0
             4545000,0,1,0
             4555000,1,1,1
             4565000,0,1,1
             4575000,1,1,1
             4585000,0,1,1
             4595000,1,1,1
             4605000,0,1,1
             4615000,1,1,1
             4625000,0,1,1
             4635000,1,1,1
             4645000,0,1,1
             4655000,1,1,1
             4665000,0,1,1
             4675000,1,1,1
             4685000,0,1,1
             4695000,1,1,1
             4705000,0,1,1
             4715000,1,1,1
             4725000,0,1,1
             4735000,1,1,1
             4745000,0,1,1
             4755000,1,1,1
             4765000,0,1,1
             4775000,1,1,1
             4785000,0,0,1
             4795000,1,0,1
             4805000,0,0,1
             4815000,1,0,0
             4825000,0,0,0
             4835000,1,0,0
             4845000,0,0,0
             4855000,1,0,0
             4865000,0,0,0
             4875000,1,0,0
             4885000,0,0,0
             4895000,1,0,0
             4905000,0,0,0
             4915000,1,0,0
             4925000,0,0,0
             4935000,1,0,0
             4945000,0,0,0
             4955000,1,0,0
             4965000,0,0,0
             4975000,1,0,0
             4985000,0,0,0
             4995000,1,0,0
             5005000,0,0,0
             5015000,1,0,0
             5025000,0,1,0
             5035000,1,1,0
             5045000,0,1,0
             5055000,1,1,1
             5065000,0,1,1
             5075000,1,1,1
             5085000,0,1,1
             5095000,1,1,1
             5105000,0,1,1
             5115000,1,1,1
             5125000,0,1,1
             5135000,1,1,1
             5145000,0,1,1
             5155000,1,1,1
             5165000,0,1,1
             5175000,1,1,1
             5185000,0,1,1
             5195000,1,1,1
             5205000,0,1,1
             5215000,1,1,1
             5225000,0,1,1
             5235000,1,1,1
             5245000,0,1,1
             5255000,1,1,1
             5265000,0,1,1
             5275000,1,1,1
             5285000,0,0,1
             5295000,1,0,1
             5305000,0,0,1
             5315000,1,0,0
             5325000,0,0,0
             5335000,1,0,0
             5345000,0,0,0
             5355000,1,0,0
             5365000,0,0,0
             5375000,1,0,0
             5385000,0,0,0
             5395000,1,0,0
             5405000,0,0,0
             5415000,1,0,0
             5425000,0,0,0
             5435000,1,0,0
             5445000,0,0,0
             5455000,1,0,0
             5465000,0,0,0
             5475000,1,0,0
             5485000,0,0,0
             5495000,1,0,0
             5505000,0,0,0
             5515000,1,0,0
             5525000,0,0,0
             5535000,1,0,0
             5545000,0,1,0
             5555000,1,1,0
             5565000,0,1,0
             5575000,1,1,1
             5585000,0,1,1
             5595000,1,1,1
             5605000,0,1,1
             5615000,1,1,1
             5625000,0,1,1
             5635000,1,1,1
             5645000,0,1,1
             5655000,1,1,1
             5665000,0,1,1
             5675000,1,1,1
             5685000,0,1,1
             5695000,1,1,1
             5705000,0,1,1
             5715000,1,1,1
             5725000,0,1,1
             5735000,1,1,1
             5745000,0,1,1
             5755000,1,1,1
             5765000,0,1,1
             5775000,1,1,1
             5785000,0,0,1
             5795000,1,0,1
             5805000,0,0,1
             5815000,1,0,1
             5825000,0,0,1
             5835000,1,0,0
             5845000,0,0,0
             5855000,1,0,0
             5865000,0,0,0
             5875000,1,0,0
             5885000,0,0,0
             5895000,1,0,0
             5905000,0,0,0
             5915000,1,0,0
             5925000,0,0,0
             5935000,1,0,0
             5945000,0,0,0
             5955000,1,0,0
             5965000,0,0,0
             5975000,1,0,0
             5985000,0,0,0
             5995000,1,0,0
             6005000,0,0,0
             6015000,1,0,0
             6025000,0,1,0
             6035000,1,1,0
             6045000,0,1,0
             6055000,1,1,1
             6065000,0,1,1
             6075000,1,1,1
             6085000,0,1,1
             6095000,1,1,1
             6105000,0,1,1
             6115000,1,1,1
             6125000,0,1,1
             6135000,1,1,1
             6145000,0,1,1
             6155000,1,1,1
             6165000,0,1,1
             6175000,1,1,1
             6185000,0,1,1
             6195000,1,1,1
             6205000,0,1,1
             6215000,1,1,1
             6225000,0,1,1
             6235000,1,1,1
             6245000,0,1,1
             6255000,1,1,1
             6265000,0,1,1
             6275000,1,0,1
             6285000,0,0,1
             6295000,1,0,1
             6305000,0,0,1
             6315000,1,0,0
             6325000,0,0,0
             6335000,1,0,0
             6345000,0,0,0
             6355000,1,0,0
             6365000,0,0,0
             6375000,1,0,0
             6385000,0,0,0
             6395000,1,0,0
             6405000,0,0,0
             6415000,1,0,0
             6425000,0,0,0
             6435000,1,0,0
             6445000,0,0,0
             6455000,1,0,0
             6465000,0,0,0
             6475000,1,0,0
             6485000,0,0,0
             6495000,1,0,0
             6505000,0,0,0
             6515000,1,0,0
             6525000,0,0,0
             6535000,1,1,0
             6545000,0,1,0
             6555000,1,1,1
             6565000,0,1,1
             6575000,1,1,1
             6585000,0,1,1
             6595000,1,1,1
             6605000,0,1,1
             6615000,1,1,1
             6625000,0,1,1
             6635000,1,1,1
             6645000,0,1,1
             6655000,1,1,1
             6665000,0,1,1
             6675000,1,1,1
             6685000,0,1,1
             6695000,1,1,1
             6705000,0,1,1
             6715000,1,1,1
             6725000,0,1,1
             6735000,1,1,1
             6745000,0,1,1
             6755000,1,1,1
             6765000,0,1,1
             6775000,1,0,1
             6785000,0,0,1
             6795000,1,0,1
             6805000,0,0,1
             6815000,1,0,0
             6825000,0,0,0
             6835000,1,0,0
             6845000,0,0,0
             6855000,1,0,0
             6865000,0,0,0
             6875000,1,0,0
             6885000,0,0,0
             6895000,1,0,0
             6905000,0,0,0
             6915000,1,0,0
             6925000,0,0,0
             6935000,1,0,0
             6945000,0,0,0
             6955000,1,0,0
             6965000,0,0,0
             6975000,1,0,0
             6985000,0,0,0
             6995000,1,0,0
             7005000,0,0,0
             7015000,1,0,0
             7025000,0,1,0
             7035000,1,1,0
             7045000,0,1,0
             7055000,1,1,1
             7065000,0,1,1
             7075000,1,1,1
             7085000,0,1,1
             7095000,1,1,1
             7105000,0,1,1
             7115000,1,1,1
             7125000,0,1,1
             7135000,1,1,1
             7145000,0,1,1
             7155000,1,1,1
             7165000,0,1,1
             7175000,1,1,1
             7185000,0,1,1
             7195000,1,1,1
             7205000,0,1,1
             7215000,1,1,1
             7225000,0,1,1
             7235000,1,1,1
             7245000,0,1,1
             7255000,1,1,1
             7265000,0,0,1
             7275000,1,0,1
             7285000,0,0,1
             7295000,1,0,1
             7305000,0,0,1
             7315000,1,0,0
             7325000,0,0,0
             7335000,1,0,0
             7345000,0,0,0
             7355000,1,0,0
             7365000,0,0,0
             7375000,1,0,0
             7385000,0,0,0
             7395000,1,0,0
             7405000,0,0,0
             7415000,1,0,0
             7425000,0,0,0
             7435000,1,0,0
             7445000,0,0,0
             7455000,1,0,0
             7465000,0,0,0
             7475000,1,0,0
             7485000,0,0,0
             7495000,1,0,0
             7505000,0,0,0
             7515000,1,1,0
             7525000,0,1,0
             7535000,1,1,1
             7545000,0,1,1
             7555000,1,1,1
             7565000,0,1,1
             7575000,1,1,1
             7585000,0,1,1
             7595000,1,1,1
             7605000,0,1,1
             7615000,1,1,1
             7625000,0,1,1
             7635000,1,1,1
             7645000,0,1,1
             7655000,1,1,1
             7665000,0,1,1
             7675000,1,1,1
             7685000,0,1,1
             7695000,1,1,1
             7705000,0,1,1
             7715000,1,1,1
             7725000,0,1,1
             7735000,1,1,1
             7745000,0,1,1
             7755000,1,1,1
             7765000,0,0,1
             7775000,1,0,1
             7785000,0,0,1
             7795000,1,0,0
             7805000,0,0,0
             7815000,1,0,0
             7825000,0,0,0
             7835000,1,0,0
             7845000,0,0,0
             7855000,1,0,0
             7865000,0,0,0
             7875000,1,0,0
             7885000,0,0,0
             7895000,1,0,0
             7905000,0,0,0
             7915000,1,0,0
             7925000,0,0,0
             7935000,1,0,0
             7945000,0,0,0
             7955000,1,0,0
             7965000,0,0,0
             7975000,1,0,0
             7985000,0,0,0
             7995000,1,0,0
             8005000,0,1,0
             8015000,1,1,0
             8025000,0,1,0
             8035000,1,1,1
             8045000,0,1,1
             8055000,1,1,1
             8065000,0,1,1
             8075000,1,1,1
             8085000,0,1,1
             8095000,1,1,1
             8105000,0,1,1
             8115000,1,1,1
             8125000,0,1,1
             8135000,1,1,1
             8145000,0,1,1
             8155000,1,1,1
             8165000,0,1,1
             8175000,1,1,1
             8185000,0,1,1
             8195000,1,1,1
             8205000,0,1,1
             8215000,1,1,1
             8225000,0,1,1
             8235000,1,1,1
             8245000,0,1,1
             8255000,1,0,1
             8265000,0,0,1
             8275000,1,0,1
             8285000,0,0,1
             8295000,1,0,0
             8305000,0,0,0
             8315000,1,0,0
             8325000,0,0,0
             8335000,1,0,0
             8345000,0,0,0
             8355000,1,0,0
             8365000,0,0,0
             8375000,1,0,0
             8385000,0,0,0
             8395000,1,0,0
             8405000,0,0,0
             8415000,1,0,0
             8425000,0,0,0
             8435000,1,0,0
             8445000,0,0,0
             8455000,1,0,0
             8465000,0,0,0
             8475000,1,0,0
             8485000,0,0,0
             8495000,1,0,0
             8505000,0,0,0
             8515000,1,1,0
             8525000,0,1,0
             8535000,1,1,1
             8545000,0,1,1
             8555000,1,1,1
             8565000,0,1,1
             8575000,1,1,1
             8585000,0,1,1
             8595000,1,1,1
             8605000,0,1,1
             8615000,1,1,1
             8625000,0,1,1
             8635000,1,1,1
             8645000,0,1,1
             8655000,1,1,1
             8665000,0,1,1
             8675000,1,1,1
             8685000,0,1,1
             8695000,1,1,1
             8705000,0,1,1
             8715000,1,1,1
             8725000,0,1,1
             8735000,1,1,1
             8745000,0,1,1
             8755000,1,0,1
             8765000,0,0,1
             8775000,1,0,1
             8785000,0,0,1
             8795000,1,0,0
             8805000,0,0,0
             8815000,1,0,0
             8825000,0,0,0
             8835000,1,0,0
             8845000,0,0,0
             8855000,1,0,0
             8865000,0,0,0
             8875000,1,0,0
             8885000,0,0,0
             8895000,1,0,0
             8905000,0,0,0
             8915000,1,0,0
             8925000,0,0,0
             8935000,1,0,0
             8945000,0,0,0
             8955000,1,0,0
             8965000,0,0,0
             8975000,1,0,0
             8985000,0,0,0
             8995000,1,0,0
             9005000,0,1,0
             9015000,1,1,0
             9025000,0,1,0
             9035000,1,1,1
             9045000,0,1,1
             9055000,1,1,1
             9065000,0,1,1
             9075000,1,1,1
             9085000,0,1,1
             9095000,1,1,1
             9105000,0,1,1
             9115000,1,1,1
             9125000,0,1,1
             9135000,1,1,1
             9145000,0,1,1
             9155000,1,1,1
             9165000,0,1,1
             9175000,1,1,1
             9185000,0,1,1
             9195000,1,1,1
             9205000,0,1,1
             9215000,1,1,1
             9225000,0,1,1
             9235000,1,1,1
             9245000,0,0,1
             9255000,1,0,1
             9265000,0,0,1
             9275000,1,0,1
             9285000,0,0,1
             9295000,1,0,0
             9305000,0,0,0
             9315000,1,0,0
             9325000,0,0,0
             9335000,1,0,0
             9345000,0,0,0
             9355000,1,0,0
             9365000,0,0,0
             9375000,1,0,0
             9385000,0,0,0
             9395000,1,0,0
             9405000,0,0,0
             9415000,1,0,0
             9425000,0,0,0
             9435000,1,0,0
             9445000,0,0,0
             9455000,1,0,0
             9465000,0,0,0
             9475000,1,0,0
             9485000,0,0,0
             9495000,1,1,0
             9505000,0,1,0
             9515000,1,1,1
             9525000,0,1,1
             9535000,1,1,1
             9545000,0,1,1
             9555000,1,1,1
             9565000,0,1,1
             9575000,1,1,1
             9585000,0,1,1
             9595000,1,1,1
             9605000,0,1,1
             9615000,1,1,1
             9625000,0,1,1
             9635000,1,1,1
             9645000,0,1,1
             9655000,1,1,1
             9665000,0,1,1
             9675000,1,1,1
             9685000,0,1,1
             9695000,1,1,1
             9705000,0,1,1
             9715000,1,1,1
             9725000,0,1,1
             9735000,1,1,1
             9745000,0,0,1
             9755000,1,0,1
             9765000,0,0,1
             9775000,1,0,0
             9785000,0,0,0
             9795000,1,0,0
             9805000,0,0,0
             9815000,1,0,0
             9825000,0,0,0
             9835000,1,0,0
             9845000,0,0,0
             9855000,1,0,0
             9865000,0,0,0
             9875000,1,0,0
             9885000,0,0,0
             9895000,1,0,0
             9905000,0,0,0
             9915000,1,0,0
             9925000,0,0,0
             9935000,1,0,0
             9945000,0,0,0
             9955000,1,0,0
             9965000,0,0,0
             9975000,1,0,0
             9985000,0,0,0
             9995000,1,1,0
            10005000,0,1,0
            10015000,1,1,0
            10025000,0,1,0
            10035000,1,1,1
            10045000,0,1,1
            10055000,1,1,1
            10065000,0,1,1
            10075000,1,1,1
            10085000,0,1,1
            10095000,1,1,1
            10105000,0,1,1
            10115000,1,1,1
            10125000,0,1,1
            10135000,1,1,1
            10145000,0,1,1
            10155000,1,1,1
            10165000,0,1,1
            10175000,1,1,1
            10185000,0,1,1
            10195000,1,1,1
            10205000,0,1,1
            10215000,1,1,1
            10225000,0,1,1
            10235000,1,1,1
            10245000,0,0,1
            10255000,1,0,1
            10265000,0,0,1
            10275000,1,0,1
            10285000,0,0,1
            10295000,1,0,0
            10305000,0,0,0
            10315000,1,0,0
            10325000,0,0,0
            10335000,1,0,0
            10345000,0,0,0
            10355000,1,0,0
            10365000,0,0,0
            10375000,1,0,0
            10385000,0,0,0
            10395000,1,0,0
            10405000,0,0,0
            10415000,1,0,0
            10425000,0,0,0
            10435000,1,0,0
            10445000,0,0,0
            10455000,1,0,0
            10465000,0,0,0
            10475000,1,0,0
            10485000,0,1,0
            10495000,1,1,0
            10505000,0,1,0
            10515000,1,1,1
            10525000,0,1,1
            10535000,1,1,1
            10545000,0,1,1
            10555000,1,1,1
            10565000,0,1,1
            10575000,1,1,1
            10585000,0,1,1
            10595000,1,1,1
            10605000,0,1,1
            10615000,1,1,1
            10625000,0,1,1
            10635000,1,1,1
            10645000,0,1,1
            10655000,1,1,1
            10665000,0,1,1
            10675000,1,1,1
            10685000,0,1,1
            10695000,1,1,1
            10705000,0,1,1
            10715000,1,1,1
            10725000,0,1,1
            10735000,1,0,1
            10745000,0,0,1
            10755000,1,0,1
            10765000,0,0,1
            10775000,1,0,0
            10785000,0,0,0
            10795000,1,0,0
            10805000,0,0,0
            10815000,1,0,0
            10825000,0,0,0
            10835000,1,0,0
            10845000,0,0,0
            10855000,1,0,0
            10865000,0,0,0
            10875000,1,0,0
            10885000,0,0,0
            10895000,1,0,0
            10905000,0,0,0
            10915000,1,0,0
            10925000,0,0,0
            10935000,1,0,0
            10945000,0,0,0
            10955000,1,0,0
            10965000,0,0,0
            10975000,1,0,0
            10985000,0,1,0
            10995000,1,1,0
            11005000,0,1,0
            11015000,1,1,1
            11025000,0,1,1
            11035000,1,1,1
            11045000,0,1,1
            11055000,1,1,1
            11065000,0,1,1
            11075000,1,1,1
            11085000,0,1,1
            11095000,1,1,1
            11105000,0,1,1
            11115000,1,1,1
            11125000,0,1,1
            11135000,1,1,1
            11145000,0,1,1
            11155000,1,1,1
            11165000,0,1,1
            11175000,1,1,1
            11185000,0,1,1
            11195000,1,1,1
            11205000,0,1,1
            11215000,1,1,1
            11225000,0,0,1
            11235000,1,0,1
            11245000,0,0,1
            11255000,1,0,1
            11265000,0,0,1
            11275000,1,0,0
            11285000,0,0,0
            11295000,1,0,0
            11305000,0,0,0
            11315000,1,0,0
            11325000,0,0,0
            11335000,1,0,0
            11345000,0,0,0
            11355000,1,0,0
            11365000,0,0,0
            11375000,1,0,0
            11385000,0,0,0
            11395000,1,0,0
            11405000,0,0,0
            11415000,1,0,0
            11425000,0,0,0
            11435000,1,0,0
            11445000,0,0,0
            11455000,1,0,0
            11465000,0,0,0
            11475000,1,0,0
            11485000,0,1,0
            11495000,1,1,0
            11505000,0,1,0
            11515000,1,1,1
            11525000,0,1,1
            11535000,1,1,1
            11545000,0,1,1
            11555000,1,1,1
            11565000,0,1,1
            11575000,1,1,1
            11585000,0,1,1
            11595000,1,1,1
            11605000,0,1,1
            11615000,1,1,1
            11625000,0,1,1
            11635000,1,1,1
            11645000,0,1,1
            11655000,1,1,1
            11665000,0,1,1
            11675000,1,1,1
            11685000,0,1,1
            11695000,1,1,1
            11705000,0,1,1
            11715000,1,1,1
            11725000,0,1,1
            11735000,1,0,1
            11745000,0,0,1
            11755000,1,0,1
            11765000,0,0,1
            11775000,1,0,0
            11785000,0,0,0
            11795000,1,0,0
            11805000,0,0,0
            11815000,1,0,0
            11825000,0,0,0
            11835000,1,0,0
            11845000,0,0,0
            11855000,1,0,0
            11865000,0,0,0
            11875000,1,0,0
            11885000,0,0,0
            11895000,1,0,0
            11905000,0,0,0
            11915000,1,0,0
            11925000,0,0,0
            11935000,1,0,0
            11945000,0,0,0
            11955000,1,0,0
            11965000,0,0,0
            11975000,1,0,0
            11985000,0,1,0
            11995000,1,1,0
            12005000,0,1,0
            12015000,1,1,1
            12025000,0,1,1
            12035000,1,1,1
            12045000,0,1,1
            12055000,1,1,1
            12065000,0,1,1
            12075000,1,1,1
            12085000,0,1,1
            12095000,1,1,1
            12105000,0,1,1
            12115000,1,1,1
            12125000,0,1,1
            12135000,1,1,1
            12145000,0,1,1
            12155000,1,1,1
            12165000,0,1,1
            12175000,1,1,1
            12185000,0,1,1
            12195000,1,1,1
            12205000,0,1,1
            12215000,1,1,1
            12225000,0,0,1
            12235000,1,0,1
            12245000,0,0,1
            12255000,1,0,1
            12265000,0,0,1
            12275000,1,0,0
            12285000,0,0,0
            12295000,1,0,0
            12305000,0,0,0
            12315000,1,0,0
            12325000,0,0,0
            12335000,1,0,0
            12345000,0,0,0
            12355000,1,0,0
            12365000,0,0,0
            12375000,1,0,0
            12385000,0,0,0
            12395000,1,0,0
            12405000,0,0,0
            12415000,1,0,0
            12425000,0,0,0
            12435000,1,0,0
            12445000,0,0,0
            12455000,1,0,0
            12465000,0,0,0
            12475000,1,0,0
            12485000,0,1,0
            12495000,1,1,0
            12505000,0,1,0
            12515000,1,1,1
            12525000,0,1,1
            12535000,1,1,1
            12545000,0,1,1
            12555000,1,1,1
            12565000,0,1,1
            12575000,1,1,1
            12585000,0,1,1
            12595000,1,1,1
            12605000,0,1,1
            12615000,1,1,1
            12625000,0,1,1
            12635000,1,1,1
            12645000,0,1,1
            12655000,1,1,1
            12665000,0,1,1
            12675000,1,1,1
            12685000,0,1,1
            12695000,1,1,1
            12705000,0,1,1
            12715000,1,1,1
            12725000,0,1,1
            12735000,1,0,1
            12745000,0,0,1
            12755000,1,0,1
            12765000,0,0,1
            12775000,1,0,0
            12785000,0,0,0
            12795000,1,0,0
            12805000,0,0,0
